Complains,Subscription Length,Frequency of use,Seconds of Use,Distinct Called Numbers,Customer_Engagement,Average_Call_Duration,Status,Revenue_Per_Month,Customer Value,Churn
0,29,18,1005,8,58,52.89473684210526,2,3.5191666666666666,105.575,0
0,28,40,1405,18,88,34.26829268292683,1,6.897413793103448,200.025,0
0,28,69,3405,28,116,48.642857142857146,1,7.412413793103449,214.96,0
0,21,34,1875,19,92,53.57142857142857,1,11.882045454545452,261.405,0
0,20,149,6573,47,292,43.82,1,34.97571428571429,734.49,0
0,18,179,9113,45,308,50.62777777777778,1,23.27894736842105,442.3,0
0,19,53,3033,24,119,56.16666666666666,1,14.572,291.44,0
0,12,48,4570,15,289,93.26530612244898,1,83.7476923076923,1088.72,0
0,12,27,1668,12,50,59.57142857142857,1,8.6,111.8,1
0,35,63,4190,12,75,65.46875,1,4.725555555555555,170.12,0
0,36,0,0,0,0,0.0,2,0.0,0.0,0
0,34,52,2273,19,419,42.886792452830186,1,42.42857142857143,1485.0,0
0,35,58,4018,30,88,68.10169491525424,1,6.227222222222222,224.18,0
0,35,50,2213,28,78,43.3921568627451,1,3.457361111111111,124.465,0
0,35,74,3595,23,118,47.93333333333333,1,6.41,230.76,0
0,35,31,2180,13,318,68.125,1,32.90111111111111,1184.44,0
0,34,113,8935,38,284,78.37719298245614,1,25.54057142857143,893.92,0
0,35,161,13593,39,200,83.9074074074074,1,15.282222222222222,550.16,0
0,35,75,4335,20,95,57.03947368421053,1,4.9,176.4,0
0,35,87,5738,7,94,65.20454545454545,1,6.472222222222222,233.0,0
0,35,46,2058,12,58,43.7872340425532,2,2.3377777777777777,84.16,0
0,35,217,14960,27,287,68.62385321100918,1,21.641111111111112,779.08,0
0,35,19,2915,3,494,145.75,1,55.70444444444444,2005.36,0
0,34,174,15305,25,338,87.45714285714286,1,37.773,1322.055,0
0,34,78,6320,21,274,80.0,1,27.312,955.92,0
0,34,6,695,6,12,99.28571428571428,2,0.9012857142857144,31.545,0
0,35,6,530,3,11,75.71428571428571,2,0.8177777777777778,29.44,0
1,34,0,0,0,0,0.0,2,0.0,0.0,1
0,34,119,7328,38,530,61.06666666666667,1,57.53185714285714,2013.615,0
0,34,146,11285,42,188,76.7687074829932,1,8.165,285.775,0
0,34,67,6538,32,196,96.1470588235294,1,20.96357142857143,733.725,0
1,30,39,775,12,56,19.375,2,1.9074193548387095,59.13,1
0,33,85,10255,37,122,119.24418604651164,1,4.561764705882353,155.1,0
1,33,90,5638,19,124,61.95604395604396,1,9.566470588235294,325.26,1
0,31,14,2660,9,23,177.33333333333334,1,3.3425,106.96,0
0,32,33,2810,11,44,82.6470588235294,2,3.446060606060606,113.72,1
1,33,36,2088,26,85,56.43243243243244,2,5.2047058823529415,176.96,1
0,33,0,0,0,0,0.0,2,0.0,0.0,1
0,33,17,1488,1,18,82.66666666666667,1,1.7705882352941178,60.2,0
0,30,89,6605,17,109,73.38888888888889,1,3.384193548387097,104.91,0
0,33,0,0,0,0,0.0,2,0.0,0.0,1
0,33,0,0,0,0,0.0,1,0.0,0.0,0
0,28,230,15895,75,305,68.80952380952381,1,25.02155172413793,725.625,0
0,31,108,6785,28,396,62.24770642201835,1,46.25578125,1480.185,0
0,33,74,3538,23,97,47.17333333333333,1,4.780588235294117,162.54,0
0,32,36,1485,15,78,40.13513513513514,2,5.116363636363636,168.84,0
0,33,45,2600,18,227,56.52173913043478,1,25.206617647058824,857.025,0
0,24,28,1135,6,216,39.13793103448276,1,34.8534,871.335,0
0,23,31,1388,63,113,43.375,1,3.4572916666666664,82.975,0
0,24,17,520,2,19,28.88888888888889,2,0.9666,24.165,0
0,23,0,0,0,10,0.0,2,1.0416666666666667,25.0,0
0,22,24,1045,8,40,41.8,1,3.656739130434783,84.105,0
0,22,53,3045,18,71,56.388888888888886,1,5.3878260869565215,123.92,0
0,15,18,1515,9,44,79.73684210526316,1,9.0928125,145.485,0
0,14,133,6213,37,244,46.365671641791046,1,41.23800000000001,618.57,0
0,12,163,8753,35,260,53.3719512195122,1,29.069230769230767,377.9,0
0,13,37,2673,14,71,70.34210526315789,1,13.457142857142856,188.4,0
0,6,32,4210,5,241,127.57575757575758,1,140.81142857142856,985.68,0
0,6,11,1308,2,13,109.0,1,7.537142857142856,52.76,1
0,38,81,4970,32,139,60.609756097560975,1,7.847179487179487,306.04,0
0,39,15,918,19,62,57.375,2,3.733,149.32,0
0,37,70,3053,39,489,43.0,1,43.28736842105263,1644.92,0
0,38,76,4798,50,148,62.31168831168832,1,9.976153846153846,389.07,0
0,38,68,2993,48,139,43.3768115942029,1,6.185769230769231,241.245,0
0,38,92,4375,43,188,47.043010752688176,1,10.017435897435895,390.68,0
0,38,49,2960,33,388,59.2,1,34.47076923076923,1344.36,0
0,37,131,9715,58,354,73.59848484848484,1,27.73263157894737,1053.84,0
0,38,179,14373,59,259,79.85,1,17.07897435897436,666.08,0
0,38,93,5115,40,156,54.41489361702128,1,7.70051282051282,300.32,0
0,38,105,6518,27,160,61.490566037735846,1,9.664615384615384,376.92,0
0,38,64,2838,32,125,43.66153846153846,2,5.950769230769232,232.08,0
0,38,235,15740,47,357,66.69491525423729,1,24.07692307692308,939.0,0
0,38,37,3695,23,564,97.23684210526316,1,55.52,2165.28,0
0,37,192,16085,45,408,83.34196891191709,1,39.5253947368421,1501.965,0
0,37,96,7100,41,344,73.19587628865979,1,29.364210526315787,1115.84,0
0,37,24,1475,26,71,59.0,2,4.261973684210527,161.955,0
0,38,24,1310,23,81,52.4,2,4.855384615384616,189.36,0
0,37,10,600,15,46,54.54545454545455,2,3.2092105263157897,121.95,1
0,37,137,8108,58,600,58.7536231884058,1,51.310526315789474,1949.8,0
0,37,164,12065,62,258,73.12121212121212,1,10.150657894736844,385.725,0
0,37,85,7318,52,266,85.09302325581395,1,24.043026315789472,913.635,0
1,33,57,1555,32,126,26.810344827586206,2,6.249411764705882,212.48,1
0,36,103,11035,57,182,106.10576923076924,1,5.407297297297297,200.07,0
0,36,108,6418,39,194,58.88073394495413,1,13.653243243243244,505.17,0
0,34,32,3440,29,82,104.24242424242424,1,6.367999999999999,222.88,0
1,35,51,3590,31,112,69.03846153846153,2,7.378888888888889,265.64,1
1,36,54,2868,46,155,52.14545454545455,2,9.104864864864863,336.88,1
0,36,12,733,17,50,56.38461538461539,2,3.075675675675676,113.8,1
0,36,35,2268,21,77,63.0,1,2.975,110.075,0
0,33,107,7385,37,179,68.37962962962963,1,4.8494117647058825,164.88,0
0,36,17,1228,19,66,68.22222222222223,2,2.8682432432432434,106.125,1
0,36,14,938,17,56,62.53333333333333,1,1.3994594594594596,51.78,0
0,31,248,16675,95,364,66.96787148594377,1,26.75109375,856.035,0
0,34,126,7565,48,466,59.56692913385827,1,47.431285714285714,1660.095,0
0,36,92,4318,43,158,46.43010752688172,1,7.254054054054054,268.4,0
1,35,54,2265,35,148,41.18181818181818,2,9.132222222222222,328.76,1
0,36,63,3380,38,297,52.8125,1,28.02527027027027,1036.935,0
0,27,46,1915,26,286,40.74468085106383,1,37.54446428571429,1051.245,0
0,26,49,2168,83,183,43.36,1,6.775,182.925,0
0,27,35,1300,22,88,36.11111111111112,2,6.335714285714286,177.4,0
0,26,20,1425,18,80,67.85714285714286,2,5.226851851851852,141.125,0
0,25,42,1825,28,110,42.44186046511628,1,10.154423076923075,264.015,0
0,25,71,3825,38,138,53.125,1,10.455384615384617,271.84,0
0,18,36,2295,29,114,62.02702702702703,1,17.126052631578947,325.395,0
0,17,151,6993,57,314,46.00657894736842,1,44.36,798.48,0
0,15,181,9533,55,330,52.37912087912088,1,17.919375,286.71,0
0,16,55,3453,34,141,61.660714285714285,1,20.48941176470588,348.32,0
0,9,50,4990,25,311,97.84313725490196,1,114.56,1145.6,0
1,9,29,2088,22,72,69.6,1,16.868000000000002,168.68,1
0,38,61,3770,2,63,60.80645161290322,1,4.420384615384616,172.395,0
0,39,0,0,0,0,0.0,2,0.0,0.0,0
0,37,50,1853,9,397,36.333333333333336,1,42.27986842105263,1606.635,0
0,38,56,3598,20,76,63.12280701754386,1,5.153076923076923,200.97,0
0,38,48,1793,18,66,36.59183673469388,1,2.596282051282051,101.255,0
0,38,72,3175,13,96,43.49315068493151,1,4.458461538461538,173.88,0
0,38,29,1760,3,296,58.66666666666666,1,28.91179487179487,1127.56,0
0,37,111,8515,28,262,76.02678571428571,1,22.027368421052632,837.04,0
0,38,159,13173,29,188,82.33125,1,13.673846153846153,533.28,0
0,38,73,3915,10,83,52.9054054054054,1,4.09025641025641,159.52,0
0,38,85,5318,15,100,61.83720930232558,1,6.234230769230769,243.135,0
0,38,44,1638,2,46,36.4,2,1.725128205128205,67.28,0
0,38,215,14540,17,265,67.31481481481481,1,18.51794871794872,722.2,0
0,38,17,2495,7,486,138.61111111111111,1,49.96102564102564,1948.48,0
0,37,172,14885,15,316,86.04046242774567,1,33.10697368421053,1258.065,0
0,37,76,5900,11,252,76.62337662337663,1,23.658947368421053,899.04,0
0,37,4,275,1,5,55.0,2,0.3303947368421052,12.555,0
0,38,4,110,1,5,22.0,2,0.1315384615384615,5.13,0
0,37,117,6908,28,508,58.54237288135593,1,51.30592105263158,1949.625,0
0,37,144,10865,32,176,74.93103448275862,1,11.58842105263158,440.36,0
0,37,65,6118,22,174,92.6969696969697,1,17.624605263157896,669.735,0
0,33,37,355,2,39,9.342105263157896,2,0.5188235294117647,17.64,1
0,36,83,9835,27,110,117.08333333333331,1,6.701351351351351,247.95,0
1,36,88,5218,9,102,58.62921348314607,1,7.061351351351351,261.27,1
0,34,12,2240,4,16,172.30769230769232,1,2.573714285714286,90.08,0
0,35,31,2390,1,32,74.6875,2,2.69,96.84,1
0,36,34,1668,16,63,47.65714285714286,2,3.2454054054054056,120.08,1
0,36,0,0,0,0,0.0,2,0.0,0.0,1
0,36,15,1068,3,18,66.75,1,1.1708108108108108,43.32,0
0,33,87,6185,7,94,70.2840909090909,1,4.611764705882353,156.8,0
0,36,0,0,0,0,0.0,2,0.0,0.0,1
0,36,0,0,0,0,0.0,1,0.0,0.0,0
0,31,228,15475,65,293,67.5764192139738,1,22.08234375,706.635,0
0,34,106,6365,18,374,59.48598130841121,1,40.46271428571429,1416.195,0
0,36,72,3118,13,85,42.71232876712329,1,3.87972972972973,143.55,0
0,35,34,1065,5,56,30.428571428571427,2,3.11,111.96,0
0,36,43,2180,8,205,49.54545454545455,1,21.43337837837838,793.035,0
0,27,26,715,1,199,26.48148148148148,1,28.83375,807.345,0
0,26,29,968,53,91,32.266666666666666,1,1.7564814814814813,47.425,0
0,27,15,100,3,18,6.25,2,0.1848214285714285,5.175,0
0,26,0,0,0,0,0.0,2,0.0,0.0,0
0,25,22,625,2,24,27.17391304347826,1,1.1198076923076925,29.115,0
0,25,51,2625,8,59,50.48076923076923,1,4.116923076923078,107.04,0
0,18,16,1095,6,29,64.41176470588235,1,4.28921052631579,81.495,0
0,17,131,5793,27,222,43.88636363636363,1,37.656666666666666,677.82,0
0,15,161,8333,25,238,51.43827160493827,1,21.396875,342.35,0
0,16,35,2253,4,49,62.583333333333336,1,7.736470588235295,131.52,0
0,9,30,3790,23,247,122.25806451612904,1,92.88,928.8,0
1,9,9,888,3,12,88.8,1,3.588,35.88,1
0,39,77,4485,21,135,57.5,1,8.262,330.48,0
0,40,11,433,8,58,36.083333333333336,2,4.238048780487805,173.76,0
0,38,66,2568,28,485,38.32835820895522,1,42.80410256410256,1669.36,0
0,39,72,4313,39,144,59.08219178082192,1,10.566875,422.675,0
0,39,64,2508,37,135,38.58461538461538,1,6.718500000000001,268.74,0
0,39,88,3890,32,184,43.70786516853933,1,10.378,415.12,0
0,39,45,2475,22,384,53.80434782608695,1,21.3875,855.5,0
0,38,127,9230,47,350,72.109375,1,27.648205128205127,1078.28,0
0,39,175,13888,48,255,78.9090909090909,1,17.262999999999998,690.52,0
0,39,89,4630,29,152,51.44444444444444,1,8.119,324.76,0
0,39,101,6033,16,156,59.14705882352941,1,10.034,401.36,0
1,39,60,2353,21,121,38.57377049180328,2,6.412999999999999,256.52,0
0,39,231,15255,36,353,65.75431034482759,1,24.086,963.44,0
0,39,33,3210,12,560,94.41176470588236,1,34.214375000000004,1368.575,0
0,38,188,15600,34,404,82.53968253968254,1,39.21692307692308,1529.46,0
0,38,92,6615,30,340,71.12903225806451,1,29.23794871794872,1140.28,0
0,38,20,990,15,67,47.142857142857146,2,4.857692307692307,189.45,0
0,39,20,825,12,77,39.285714285714285,2,5.345000000000001,213.8,0
0,38,6,115,4,42,16.428571428571427,2,3.831923076923077,149.445,1
0,38,133,7623,47,596,56.88805970149254,1,50.621538461538464,1974.24,0
0,38,160,11580,51,254,71.92546583850931,1,10.282051282051285,401.0,0
0,38,81,6833,41,262,83.32926829268293,1,24.13153846153846,941.13,0
1,34,53,1070,21,122,19.814814814814813,2,6.769142857142857,236.92,1
0,37,99,10550,46,178,105.5,1,5.506184210526317,209.235,0
0,37,104,5933,28,190,56.50476190476191,1,12.46,473.48,0
0,35,28,2955,18,78,101.89655172413794,1,6.87,247.32,0
1,36,47,3105,20,108,64.6875,2,7.84,290.08,1
0,37,50,2383,35,151,46.72549019607843,2,5.942763157894737,225.825,1
0,37,8,248,6,46,27.55555555555556,2,3.637894736842105,138.24,1
0,37,31,1783,10,73,55.71875,1,3.298684210526316,125.35,0
0,34,103,6900,26,175,66.34615384615384,1,4.972714285714285,174.045,0
0,37,13,743,8,62,53.07142857142857,2,3.194736842105263,121.4,1
0,37,10,453,6,52,41.18181818181818,1,1.6038157894736842,60.945,0
0,32,244,16190,84,360,66.08163265306122,1,26.773636363636363,883.53,0
0,35,122,7080,37,462,57.5609756097561,1,41.66888888888889,1500.08,0
0,37,88,3833,32,154,43.06741573033708,1,7.706315789473684,292.84,0
0,36,50,1780,24,144,34.90196078431372,2,5.966216216216216,220.75,0
0,37,59,2895,27,293,48.25,1,28.011315789473684,1064.43,0
0,28,42,1430,15,282,33.25581395348837,1,33.064827586206896,958.88,0
0,27,45,1683,72,179,36.58695652173913,1,4.247142857142857,118.92,0
0,28,31,815,11,84,25.46875,2,6.96,201.84,0
0,27,16,940,7,76,55.294117647058826,2,5.585714285714286,156.4,0
0,26,38,1340,17,106,34.35897435897436,1,10.796666666666669,291.51,0
0,26,67,3340,27,134,49.11764705882353,1,10.973333333333333,296.28,0
0,19,32,1810,18,110,54.84848484848485,1,15.684,313.68,0
0,18,147,6508,46,310,43.972972972972975,1,43.47236842105264,825.975,0
0,16,177,9048,44,326,50.831460674157306,1,17.404411764705884,295.875,0
0,17,51,2968,23,137,57.07692307692308,1,20.70888888888889,372.76,0
0,10,46,4505,14,307,95.85106382978724,1,106.36727272727272,1170.04,0
0,10,25,1603,11,68,61.65384615384615,1,17.55636363636364,193.12,1
0,37,65,4255,13,78,64.46969696969697,1,5.11578947368421,194.4,0
0,38,0,0,0,0,0.0,2,0.0,0.0,0
0,36,54,2338,20,401,42.50909090909091,1,42.679459459459466,1579.14,0
0,37,60,4083,31,91,66.93442622950819,1,5.996447368421053,227.865,0
0,37,52,2278,29,81,42.9811320754717,1,3.372368421052632,128.15,0
0,37,76,3660,24,100,47.532467532467535,1,4.42421052631579,168.12,0
0,37,33,2245,14,300,66.02941176470588,1,29.02947368421052,1103.12,0
0,36,115,9000,39,266,77.58620689655173,1,21.96216216216216,812.6,0
0,37,163,13658,40,203,83.28048780487805,1,14.54842105263158,552.84,0
0,37,77,4400,21,98,56.41025641025641,1,4.712631578947369,179.08,0
0,37,89,5803,8,97,64.47777777777777,1,6.977368421052631,265.14,0
0,37,48,2123,13,61,43.326530612244895,2,2.285263157894737,86.84,0
0,37,219,15025,28,269,68.29545454545455,1,18.362105263157893,697.76,0
0,37,21,2980,4,476,135.45454545454547,1,50.63263157894737,1924.04,0
0,36,176,15370,26,320,86.8361581920904,1,33.258648648648645,1230.57,0
0,36,80,6385,22,256,78.82716049382717,1,23.63783783783784,874.6,0
0,36,8,760,7,15,84.44444444444444,2,0.934054054054054,34.56,0
0,37,8,595,4,12,66.11111111111111,2,0.7140789473684211,27.135,0
1,36,0,0,0,0,0.0,2,0.0,0.0,1
0,36,121,7393,39,512,60.59836065573771,1,51.94945945945946,1922.13,0
0,36,148,11350,43,191,76.1744966442953,1,12.43027027027027,459.92,0
0,36,69,6603,33,178,94.32857142857142,1,17.357837837837838,642.24,0
0,32,41,840,13,54,20.0,2,1.2013636363636364,39.645,1
0,35,87,10320,38,125,117.27272727272728,1,7.227083333333334,260.175,0
1,35,92,5703,20,112,61.32258064516129,1,7.243749999999999,260.775,1
0,33,16,2725,10,26,160.2941176470588,1,3.224705882352941,109.64,0
1,34,35,2875,12,47,79.86111111111111,2,3.741428571428571,130.95,1
0,35,38,2153,27,67,55.20512820512821,2,2.6566666666666667,95.64,1
0,35,19,1553,2,21,77.65,1,1.7466666666666668,62.88,0
0,32,91,6670,18,109,72.5,1,5.121969696969697,169.025,0
0,35,1,513,3,4,256.5,2,0.3569444444444444,12.85,1
0,35,0,0,0,0,0.0,1,0.0,0.0,0
0,30,232,15960,76,308,68.49785407725322,1,23.504516129032258,728.64,0
0,33,110,6850,29,378,61.71171171171172,1,40.84411764705882,1388.7,0
0,35,76,3603,24,100,46.79220779220779,1,4.59875,165.555,0
0,34,38,1550,16,60,39.74358974358975,2,2.5005714285714284,87.52,0
0,35,47,2665,19,209,55.520833333333336,1,21.265,765.54,0
0,26,30,1200,7,198,38.70967741935484,1,28.883333333333333,779.85,0
0,25,33,1453,64,97,42.73529411764706,1,1.428846153846154,37.15,0
0,26,19,585,3,22,29.25,2,1.0066666666666666,27.18,0
0,25,4,710,1,5,142.0,2,0.6865384615384615,17.85,0
0,24,26,1110,9,35,41.11111111111112,1,2.0448,51.12,0
0,24,55,3110,19,74,55.535714285714285,1,5.064,126.6,0
0,17,20,1580,10,30,75.23809523809524,1,4.0,72.0,0
0,16,135,6278,38,226,46.16176470588236,1,37.895,644.215,0
0,14,165,8818,36,242,53.12048192771084,1,21.805,327.075,0
0,15,39,2738,15,54,68.45,1,6.9425,111.08,0
0,8,34,4275,6,223,122.14285714285714,1,100.48444444444443,904.36,0
1,8,13,1373,3,16,98.07142857142856,1,6.93,62.37,1
0,38,72,4560,20,106,62.465753424657535,1,6.1866666666666665,241.28,0
0,39,6,508,7,29,72.57142857142857,2,2.37825,95.13,0
0,37,61,2643,27,456,42.62903225806452,1,41.58315789473684,1580.16,0
0,38,67,4388,38,115,64.52941176470588,1,7.692948717948718,300.025,0
0,38,59,2583,36,106,43.05,1,5.277179487179487,205.81,0
0,38,83,3965,31,155,47.20238095238095,1,8.356923076923078,325.92,0
0,38,40,2550,21,355,62.19512195121951,1,32.81025641025641,1279.6,0
0,37,122,9305,46,321,75.65040650406505,1,26.02842105263158,989.08,0
0,38,170,13963,47,226,81.65497076023392,1,15.41846153846154,601.32,0
0,38,84,4705,28,123,55.35294117647059,1,6.04,235.56,0
0,38,96,6108,15,127,62.96907216494845,1,8.004102564102565,312.16,0
1,38,55,2428,20,92,43.35714285714285,2,4.2902564102564105,167.32,0
0,38,226,15330,35,324,67.5330396475771,1,22.416410256410256,874.24,0
0,38,28,3285,11,531,113.27586206896552,1,53.85948717948718,2100.52,0
0,37,183,15675,33,375,85.19021739130434,1,37.60815789473684,1429.11,0
0,37,87,6690,29,311,76.02272727272727,1,27.66,1051.08,0
0,37,15,1065,14,38,66.5625,2,2.344736842105263,89.1,0
0,38,15,900,11,48,56.25,2,3.194871794871794,124.6,0
0,37,1,190,3,13,95.0,2,1.2919736842105265,49.095,1
0,37,128,7698,46,567,59.674418604651166,1,55.80710526315789,2120.67,0
0,37,155,11655,50,225,74.71153846153847,1,9.085526315789474,345.25,0
0,37,76,6908,40,233,89.71428571428571,1,22.12578947368421,840.78,0
1,33,48,1145,20,93,23.367346938775512,2,4.887794117647059,166.185,1
0,36,94,10625,45,149,111.84210526315788,1,4.750945945945946,175.785,0
0,36,99,6008,27,161,60.08,1,11.684189189189189,432.315,1
0,34,23,3030,17,49,126.25,1,4.517714285714286,158.12,0
1,35,42,3180,19,79,73.95348837209302,2,5.58,200.88,1
1,36,45,2458,34,122,53.43478260869565,2,7.354594594594594,272.12,1
0,36,3,323,5,17,80.75,2,1.3254054054054054,49.04,1
0,36,26,1858,9,44,68.81481481481481,1,3.0097297297297296,111.36,0
0,33,98,6975,25,146,70.45454545454545,1,4.135147058823529,140.595,0
0,36,8,818,7,33,90.88888888888889,2,1.7743243243243243,65.65,1
0,36,5,528,5,23,88.0,1,0.7431081081081081,27.495,0
0,31,239,16265,83,331,67.77083333333333,1,24.474375,783.18,0
0,34,117,7155,36,433,60.63559322033898,1,45.349714285714285,1587.24,0
0,36,83,3908,31,125,46.523809523809526,1,6.191756756756757,229.095,0
0,35,45,1855,23,115,40.32608695652174,2,7.333333333333333,264.0,0
0,36,54,2970,26,264,54.0,1,26.056216216216217,964.08,0
1,27,37,1505,14,253,39.60526315789474,1,34.9425,978.39,1
0,26,40,1758,71,150,42.8780487804878,1,5.275925925925925,142.45,0
0,27,26,890,10,55,32.96296296296296,2,4.525714285714286,126.72,0
0,26,11,1015,6,47,84.58333333333333,2,3.727777777777778,100.65,0
0,25,33,1415,16,77,41.61764705882353,1,7.352307692307692,191.16,0
0,25,62,3415,26,105,54.20634920634921,1,7.964615384615385,207.08,0
0,18,27,1885,17,81,67.32142857142857,1,13.29157894736842,252.54,0
0,17,142,6582,45,281,46.02797202797203,1,40.31,725.58,0
0,15,172,9122,43,297,52.72832369942196,1,27.334375,437.35,0
0,16,46,3042,22,108,64.72340425531915,1,16.677647058823528,283.52,0
0,9,41,4580,13,278,109.04761904761904,1,108.084,1080.84,0
0,9,20,1677,10,39,79.85714285714286,1,10.388,103.88,1
0,38,70,4180,14,84,58.87323943661972,1,4.358974358974359,170.0,0
0,39,4,128,1,5,25.6,2,0.1485,5.94,0
0,37,59,2263,21,430,37.71666666666667,1,39.28631578947369,1492.88,0
0,38,65,4008,32,97,60.72727272727273,1,5.743974358974358,224.015,0
0,38,57,2203,30,87,37.98275862068966,1,3.187179487179487,124.3,0
0,38,81,3585,25,129,43.71951219512195,1,6.118974358974358,238.64,0
0,38,38,2170,15,329,55.64102564102564,1,30.57230769230769,1192.32,0
0,37,120,8925,40,295,73.7603305785124,1,23.73157894736842,901.8,0
0,38,168,13583,41,209,80.37278106508876,1,14.103589743589742,550.04,0
0,38,82,4325,22,104,52.10843373493976,1,4.5200000000000005,176.28,0
0,38,94,5728,9,103,60.29473684210527,1,5.971282051282051,232.88,0
0,38,53,2048,14,67,37.92592592592592,2,2.154871794871795,84.04,0
0,38,224,14950,29,298,66.44444444444444,1,20.17846153846154,786.96,0
0,38,26,2905,5,505,107.5925925925926,1,51.621538461538464,2013.24,0
0,37,181,15295,27,349,84.03846153846153,1,35.02421052631579,1330.92,0
0,37,85,6310,23,285,73.37209302325581,1,25.36315789473684,963.8,0
0,37,13,685,8,21,48.92857142857143,2,0.8265789473684211,31.41,0
0,38,13,520,5,22,37.142857142857146,2,0.9569230769230768,37.32,0
0,37,126,7318,40,541,57.62204724409449,1,53.22315789473684,2022.48,0
0,37,153,11275,44,199,73.21428571428571,1,7.649999999999999,290.7,0
0,37,74,6528,34,207,87.04,1,19.54184210526316,742.59,0
0,33,46,765,14,67,16.27659574468085,2,1.9998529411764707,67.995,1
0,36,92,10245,39,131,110.16129032258064,1,4.190675675675676,155.055,0
0,36,97,5628,21,135,57.42857142857143,1,9.030405405405403,334.125,1
0,34,21,2650,11,32,120.45454545454544,1,3.0525714285714285,106.84,0
1,35,40,2800,13,53,68.29268292682927,2,3.1555555555555554,113.6,1
0,36,43,2078,28,96,47.22727272727273,2,4.995675675675676,184.84,1
0,36,24,1478,3,27,59.12,1,1.6237837837837836,60.08,0
0,33,96,6595,19,120,67.98969072164948,1,3.1725,107.865,0
0,36,6,438,1,7,62.57142857142857,2,0.3,11.1,1
0,36,0,0,0,0,0.0,1,0.0,0.0,0
0,31,237,15885,77,314,66.74369747899159,1,22.6715625,725.49,0
0,34,115,6775,30,407,58.4051724137931,1,42.544285714285714,1489.05,0
0,36,81,3528,25,106,43.02439024390244,1,4.389324324324324,162.405,0
0,35,43,1475,17,89,33.52272727272727,2,4.908888888888889,176.72,0
0,36,52,2590,20,238,48.86792452830189,1,23.40243243243243,865.89,0
0,27,35,1125,8,227,31.25,1,31.435714285714287,880.2,0
0,26,38,1378,65,124,35.333333333333336,1,3.255555555555556,87.9,0
0,27,24,510,4,29,20.4,2,1.0189285714285714,28.53,0
0,26,9,635,1,22,63.5,2,1.7074074074074077,46.1,0
0,25,31,1035,10,51,32.34375,1,3.5757692307692306,92.97,0
0,25,60,3035,20,80,49.75409836065574,1,4.7615384615384615,123.8,0
0,18,25,1505,11,55,57.88461538461539,1,8.123684210526315,154.35,0
0,17,140,6202,39,255,43.98581560283688,1,34.855,627.39,0
0,15,170,8742,37,271,51.12280701754386,1,23.925,382.8,0
0,16,44,2662,16,82,59.15555555555556,1,11.543529411764707,196.24,0
0,9,39,4200,7,252,105.0,1,99.356,993.56,0
0,9,18,1297,4,22,68.26315789473684,1,5.26,52.6,1
0,33,65,4370,16,81,66.21212121212122,1,5.86985294117647,199.575,0
0,34,4,318,3,7,63.6,2,0.414,14.49,0
0,32,54,2453,23,428,44.6,1,51.282272727272726,1692.315,0
0,33,60,4198,34,94,68.81967213114754,1,6.887941176470588,234.19,0
0,33,52,2393,32,84,45.15094339622642,1,3.955147058823529,134.475,0
0,33,76,3775,27,127,49.02597402597402,1,8.273382352941177,281.295,0
0,33,33,2360,17,327,69.41176470588235,1,35.40352941176471,1203.72,0
0,32,115,9115,42,293,78.57758620689656,1,27.67272727272728,913.2,0
0,33,163,13773,43,206,83.98170731707317,1,16.39529411764706,557.44,0
0,33,77,4515,24,101,57.88461538461539,1,5.402352941176471,183.68,0
0,33,89,5918,11,100,65.75555555555556,1,7.950441176470588,270.315,0
1,33,48,2238,16,64,45.67346938775511,2,2.6894117647058824,91.44,0
0,33,219,15140,31,296,68.81818181818181,1,23.481176470588235,798.36,0
0,33,21,3095,7,503,140.6818181818182,1,59.54823529411765,2024.64,0
0,32,176,15485,29,347,87.48587570621469,1,40.719545454545454,1343.745,0
0,32,80,6500,25,283,80.24691358024691,1,29.551515151515154,975.2,0
0,32,8,875,10,18,97.22222222222224,2,1.204090909090909,39.735,0
0,33,8,710,7,20,78.88888888888889,2,1.6120588235294118,54.81,0
0,32,0,0,0,0,0.0,2,0.0,0.0,1
0,32,121,7508,42,539,61.540983606557376,1,61.67590909090909,2035.305,0
0,32,148,11465,46,197,76.94630872483222,1,14.44,476.52,0
0,32,69,6718,36,205,95.97142857142858,1,22.89136363636364,755.415,0
1,28,41,955,16,65,22.73809523809524,2,2.786896551724137,80.82,1
0,31,87,10435,41,128,118.57954545454544,1,8.2203125,263.05,0
0,31,92,5818,23,133,62.55913978494624,1,10.8421875,346.95,1
0,29,16,2840,13,29,167.05882352941177,1,3.808,114.24,0
1,30,35,2990,15,51,83.05555555555556,2,4.536290322580645,140.625,1
1,31,38,2268,30,94,58.15384615384615,2,6.1325,196.24,1
1,31,0,0,0,0,0.0,2,0.0,0.0,1
0,31,19,1668,5,24,83.4,1,2.10875,67.48,0
0,28,91,6785,21,118,73.75,1,6.444827586206896,186.9,0
0,31,1,628,3,5,314.0,2,0.56953125,18.225,1
0,31,5,338,1,6,56.333333333333336,1,0.26796875,8.575,0
0,26,232,16075,79,311,68.99141630901288,1,27.17833333333333,733.815,0
0,29,110,6965,32,405,62.74774774774775,1,50.0625,1501.875,0
0,31,76,3718,27,103,48.285714285714285,1,5.3353125,170.73,0
0,30,38,1665,19,87,42.69230769230769,2,6.0683870967741935,188.12,0
